Team,Seed,Region,R32,S16,E8,F4,NCG,Winner
Purdue,1,East,0.825301,0.493056,0.38624,0.570212,0.318549,0.056365
Fairleigh Dickinson,16,East,0.174699,0.079861,0.030694,0.001151,0.021757,0.0
Memphis,8,East,0.541842,0.204861,0.103642,0.002475,0.028145,0.000555
Florida Atlantic,9,East,0.458158,0.222222,0.105648,0.037309,0.028718,0.008435
Duke,5,East,0.677763,0.375,0.111393,0.126453,0.03041,4e-06
Oral Roberts,12,East,0.322237,0.205645,0.050207,0.081787,0.040769,1.1e-05
Tennessee,4,East,0.806438,0.379032,0.194124,0.111789,0.019702,0.000822
Louisiana,13,East,0.193562,0.040323,0.018051,0.001443,0.007749,5e-06
Kentucky,6,East,0.592902,0.309735,0.117696,0.006311,0.010446,0.0
Providence,11,East,0.407098,0.207965,0.07595,0.009263,0.012176,0.003742
Kansas State,3,East,0.803791,0.384956,0.237242,0.01416,0.013754,0.004714
Montana State,14,East,0.196209,0.097345,0.01855,0.002388,0.012262,0.0
Michigan State,7,East,0.506662,0.140523,0.094456,0.012579,0.008889,0.000207
USC,10,East,0.493338,0.111111,0.071366,0.00205,0.018315,0.0
Marquette,2,East,0.827124,0.696078,0.373688,0.018109,0.020937,0.063223
Vermont,15,East,0.172876,0.052288,0.011051,0.002522,0.010288,0.0
Kansas,1,Midwest,0.865177,0.527439,0.288756,0.009215,0.075753,0.00423
Howard,16,Midwest,0.134823,0.054878,0.023646,0.000174,0.003915,0.0
Arkansas,8,Midwest,0.536739,0.259146,0.080936,0.002174,0.01743,0.0
Illinois,9,Midwest,0.463261,0.158537,0.06221,0.009182,0.01043,0.0
Saint Mary's,5,Midwest,0.69279,0.354839,0.176821,0.189098,0.039617,0.036973
VCU,12,Midwest,0.30721,0.045699,0.035268,0.006294,0.011313,0.0
Connecticut,4,Midwest,0.778711,0.508065,0.297208,0.403174,0.055816,0.007551
Iona,13,Midwest,0.221289,0.091398,0.035155,0.004856,0.004422,0.000348
TCU,6,Midwest,0.636123,0.117188,0.057656,0.004853,0.008119,0.000196
Arizona State,11,Midwest,0.363877,0.175781,0.054514,0.006264,0.008035,0.0
Gonzaga,3,Midwest,0.840263,0.664062,0.299995,0.250273,0.070771,0.117537
Grand Canyon,14,Midwest,0.159737,0.042969,0.034795,0.0054,0.009853,0.0
Northwestern,7,Midwest,0.402043,0.104,0.0613,0.082011,0.014635,2e-06
Boise State,10,Midwest,0.597957,0.132,0.074972,0.003731,0.010215,0.0
UCLA,2,Midwest,0.839021,0.692,0.393667,0.022311,0.055683,0.192194
UNC Asheville,15,Midwest,0.160979,0.072,0.023101,0.00099,0.025617,0.0
Houston,1,South,0.841622,0.6,0.455089,0.563426,0.270534,0.18643
Northern Kentucky,16,South,0.158378,0.085333,0.035494,0.003588,0.013581,0.0
Iowa,8,South,0.402119,0.197333,0.084629,0.021101,0.011738,0.0
Auburn,9,South,0.597881,0.117333,0.073995,0.001462,0.014252,0.000303
Miami FL,5,South,0.563194,0.319444,0.135447,0.007573,0.010679,0.002691
Drake,12,South,0.436806,0.162037,0.039814,0.016146,0.013313,4e-06
Indiana,4,South,0.624277,0.425926,0.130214,0.026368,0.01667,0.0
Kent State,13,South,0.375723,0.092593,0.045318,0.003569,0.007495,0.0
Iowa State,6,South,0.639031,0.161644,0.080515,0.002538,0.015337,0.0
Pittsburgh,11,South,0.360969,0.210959,0.071089,0.009589,0.018828,0.0
Xavier,3,South,0.838105,0.60274,0.26991,0.100463,0.07649,0.053665
Kennesaw State,14,South,0.161895,0.024658,0.010809,0.001943,0.004751,0.0
Texas A&M,7,South,0.594039,0.248322,0.088199,0.061181,0.009979,0.0
Penn State,10,South,0.405961,0.231544,0.123459,0.021571,0.032341,4e-05
Texas,2,South,0.834227,0.442953,0.308632,0.009653,0.040677,0.046245
Colgate,15,South,0.165773,0.077181,0.047388,0.149829,0.021709,0.00176
Alabama,1,West,0.877565,0.616438,0.459347,0.490427,0.164558,0.096116
Texas A&M Corpus Christi,16,West,0.122435,0.047945,0.023097,0.002454,0.011605,0.0
Maryland,8,West,0.58809,0.222603,0.05944,0.02248,0.020745,0.0
West Virginia,9,West,0.41191,0.113014,0.058454,0.000613,0.009377,0.001111
San Diego State,5,West,0.753577,0.352941,0.124297,0.020943,0.006722,0.003966
Charleston,12,West,0.246423,0.132353,0.050924,0.026263,0.010381,5e-06
Virginia,4,West,0.709816,0.352941,0.188505,0.010994,0.006138,6.8e-05
Furman,13,West,0.290184,0.161765,0.035936,0.007912,0.008428,0.0
Creighton,6,West,0.619971,0.41129,0.104912,0.012003,0.019,0.031091
North Carolina State,11,West,0.380029,0.145161,0.067592,0.002761,0.008129,3.4e-05
Baylor,3,West,0.765242,0.399194,0.26907,0.009004,0.027355,0.031284
UC Santa Barbara,14,West,0.234758,0.044355,0.033651,0.006119,0.006569,0.0
Missouri,7,West,0.407674,0.077994,0.054368,0.012539,0.007268,0.0
Utah State,10,West,0.592326,0.24234,0.102202,0.116247,0.04609,0.000383
Arizona,2,West,0.859172,0.668524,0.354987,0.257534,0.041378,0.047688
Princeton,15,West,0.140828,0.011142,0.013218,0.001707,0.003392,0.0
