Team,Seed,Region,R32,S16,E8,F4,NCG,Winner
Villanova,1,West,0.928216,0.548896,0.357062,0.273377,0.124782,0.023598
Mount Saint Mary's,16,West,0.071784,0.078864,0.034186,0.000493,0.007148,0.0
Wisconsin,8,West,0.712352,0.255521,0.131459,0.242678,0.015704,0.000426
Virginia Tech,9,West,0.287648,0.116719,0.05336,0.009132,0.006701,0.0
Virginia,5,West,0.732258,0.320122,0.165402,0.065949,0.015507,0.000435
UNC Wilmington,12,West,0.267742,0.146341,0.045212,0.00012,0.013938,0.0
Florida,4,West,0.782295,0.466463,0.182684,0.000498,0.036652,0.003489
East Tennessee State,13,West,0.217705,0.067073,0.030635,0.008884,0.004301,0.0
SMU,6,West,0.809177,0.340361,0.14825,0.113777,0.023979,3.3e-05
USC,11,West,0.190823,0.057229,0.053273,0.004279,0.012675,2.5e-05
Baylor,3,West,0.787013,0.551205,0.240216,0.074293,0.03723,0.002084
New Mexico State,14,West,0.212987,0.051205,0.016531,0.003051,0.008702,0.0
South Carolina,7,West,0.587332,0.130178,0.087692,0.050509,0.007924,0.0
Marquette,10,West,0.412668,0.257396,0.093206,0.001306,0.011818,0.060903
Duke,2,West,0.875695,0.594675,0.348501,0.150191,0.144812,0.000413
Troy,15,West,0.124305,0.017751,0.012331,0.001462,0.002867,0.0
Gonzaga,1,East,0.897531,0.59507,0.50292,0.508863,0.113631,0.04407
South Dakota State,16,East,0.102469,0.126761,0.030249,0.000541,0.015707,0.0
Northwestern,8,East,0.448391,0.119718,0.041202,0.002025,0.00374,4.7e-05
Vanderbilt,9,East,0.551609,0.158451,0.043045,0.241229,0.005684,2e-06
Notre Dame,5,East,0.559761,0.320557,0.096476,0.001678,0.012614,2.7e-05
Princeton,12,East,0.440239,0.111498,0.074404,0.042275,0.008223,0.000307
West Virginia,4,East,0.825883,0.498258,0.180062,0.004373,0.01525,0.009159
Bucknell,13,East,0.174117,0.069686,0.031642,0.007208,0.004956,0.0
Maryland,6,East,0.530804,0.202381,0.07365,0.000278,0.005528,0.001156
Xavier,11,East,0.469196,0.194444,0.055738,0.003494,0.002613,5e-06
Florida State,3,East,0.901055,0.563492,0.257355,9.9e-05,0.030854,2.7e-05
Florida Gulf Coast,14,East,0.098945,0.039683,0.036166,0.001222,0.001886,2e-06
Saint Mary's,7,East,0.70398,0.332487,0.164864,0.185436,0.081841,0.019923
VCU,10,East,0.29602,0.098985,0.037646,4.6e-05,0.008213,0.0
Arizona,2,East,0.897365,0.530457,0.349555,0.0012,0.210118,0.001287
North Dakota,15,East,0.102635,0.038071,0.025027,3.3e-05,0.004399,0.0
Kansas,1,South,0.881451,0.595745,0.431721,0.118326,0.183699,0.313631
UC Davis,16,South,0.118549,0.070922,0.029005,0.02561,0.007132,0.0
Miami FL,8,South,0.490267,0.141844,0.07333,0.030385,0.013246,0.000182
Michigan State,9,South,0.509733,0.191489,0.050722,0.000143,0.004298,0.0
Iowa State,5,South,0.709266,0.284722,0.11893,0.006017,0.009173,0.011923
Nevada,12,South,0.290734,0.107639,0.082647,0.003127,0.010093,5e-06
Purdue,4,South,0.785918,0.545139,0.165015,0.188653,0.055488,0.053053
Vermont,13,South,0.214082,0.0625,0.048631,0.017116,0.005028,1.3e-05
Creighton,6,South,0.583797,0.23676,0.101073,0.054046,0.008179,0.004904
Rhode Island,11,South,0.416203,0.121495,0.025179,0.065828,0.003982,0.0
Oregon,3,South,0.915764,0.588785,0.308634,0.159052,0.044702,0.00139
Iona,14,South,0.084236,0.05296,0.039624,0.000146,0.006497,0.0
Michigan,7,South,0.604708,0.306548,0.090343,0.062354,0.01507,2e-06
Oklahoma State,10,South,0.395292,0.125,0.045697,1.3e-05,0.013214,0.0
Louisville,2,South,0.858311,0.532738,0.346313,0.21955,0.048977,0.00062
Jacksonville State,15,South,0.141689,0.035714,0.043137,0.049633,0.008066,0.0
North Carolina,1,Midwest,0.88152,0.642612,0.496149,0.344945,0.161725,0.009814
Texas Southern,16,Midwest,0.11848,0.010309,0.024184,7.3e-05,0.007148,0.0
Arkansas,8,Midwest,0.519589,0.206186,0.059784,0.001226,0.005472,0.0
Seton Hall,9,Midwest,0.480411,0.140893,0.041111,0.000425,0.002589,2.3e-05
Minnesota,5,Midwest,0.549839,0.190476,0.063304,1.1e-05,0.010295,0.000112
Middle Tennessee,12,Midwest,0.450161,0.206349,0.107571,0.017658,0.006013,1e-05
Butler,4,Midwest,0.827817,0.535714,0.165944,0.019722,0.012393,0.000429
Winthrop,13,Midwest,0.172183,0.06746,0.041954,7.3e-05,0.007858,0.0
Cincinnati,6,Midwest,0.568083,0.268293,0.082066,0.165132,0.009192,1.3e-05
Kansas State,11,Midwest,0.431917,0.067073,0.023827,0.008929,0.001469,2e-06
UCLA,3,Midwest,0.861376,0.652439,0.278077,0.076014,0.097755,0.151154
Kent State,14,Midwest,0.138624,0.012195,0.011551,0.000818,0.002276,0.0
Dayton,7,Midwest,0.310297,0.058252,0.036674,0.002161,0.002031,0.007738
Wichita State,10,Midwest,0.689703,0.291262,0.140262,0.000111,0.01115,6.2e-05
Kentucky,2,Midwest,0.871916,0.579288,0.410999,0.353998,0.218799,0.277499
Northern Kentucky,15,Midwest,0.128084,0.071197,0.016545,0.008705,0.006991,0.0
