Team,Seed,Region,R32,S16,E8,F4,NCG,Winner
Indiana,1,Midwest,0.936312,0.764331,0.358106,0.333359,0.377683,0.037532
James Madison,16,Midwest,0.063688,0.012739,0.005623,2.9e-05,0.003231,3e-06
North Carolina State,8,Midwest,0.521354,0.152866,0.105243,0.085285,0.006963,0.0
Temple,9,Midwest,0.478646,0.070064,0.033892,0.00015,0.004674,0.0
UNLV,5,Midwest,0.708817,0.220736,0.133994,0.019012,0.003463,0.0
California,12,Midwest,0.291183,0.026756,0.030498,7.4e-05,0.005011,3.5e-05
Syracuse,4,Midwest,0.921578,0.705686,0.317244,0.330327,0.013239,0.002733
Montana,13,Midwest,0.078422,0.046823,0.015401,8.5e-05,0.004455,0.0
Butler,6,Midwest,0.537887,0.245,0.042016,0.000942,0.002813,3e-06
Bucknell,11,Midwest,0.462113,0.195,0.08639,0.001947,0.016342,2e-06
Marquette,3,Midwest,0.696993,0.34,0.165999,0.005999,0.003975,0.0
Davidson,14,Midwest,0.303007,0.22,0.071724,0.002467,0.015996,0.0
Illinois,7,Midwest,0.64568,0.133739,0.098237,0.000413,0.009965,5.9e-05
Colorado,10,Midwest,0.35432,0.106383,0.080403,0.009415,0.00396,0.0
Miami FL,2,Midwest,0.929636,0.717325,0.438269,0.210495,0.047042,1.3e-05
Pacific,15,Midwest,0.070364,0.042553,0.016961,0.0,0.005758,0.0
Gonzaga,1,East,0.924648,0.635135,0.475425,0.103501,0.247529,0.000262
Southern,16,East,0.075352,0.037838,0.043304,0.000509,0.011164,0.0
Pittsburgh,8,East,0.582659,0.218919,0.163914,0.067293,0.014514,0.004431
Wichita State,9,East,0.417341,0.108108,0.027728,0.000526,0.003263,0.0
Wisconsin,5,East,0.686293,0.283186,0.062322,0.002102,0.011073,0.0
Mississippi,12,East,0.313707,0.172566,0.072776,0.059063,0.008822,0.0
Kansas State,4,East,0.707073,0.376106,0.105451,0.00496,0.005,0.0
La Salle,13,East,0.292927,0.168142,0.049081,0.000194,0.009501,2e-06
Arizona,6,East,0.494256,0.259016,0.161978,0.040767,0.00777,0.011283
Belmont,11,East,0.505744,0.127869,0.064786,1e-05,0.004197,0.0
New Mexico,3,East,0.907721,0.567213,0.230414,0.00964,0.017542,5.5e-05
Harvard,14,East,0.092279,0.045902,0.029491,0.000648,0.007458,0.0
Notre Dame,7,East,0.377311,0.17301,0.122828,0.039803,0.007347,0.0
Iowa State,10,East,0.622689,0.134948,0.05365,0.000108,0.009236,9e-06
Ohio State,2,East,0.909262,0.657439,0.294162,0.670876,0.020037,0.000173
Iona,15,East,0.090738,0.034602,0.04269,1e-06,0.006767,1e-05
Louisville,1,West,0.90677,0.728097,0.518212,0.382768,0.388795,0.832134
North Carolina A&T,16,West,0.09323,0.066465,0.017449,0.00016,0.005208,0.0
Colorado State,8,West,0.504137,0.120846,0.082731,0.000148,0.023619,2e-06
Missouri,9,West,0.495863,0.084592,0.085418,0.001495,0.004415,0.0
Oklahoma State,5,West,0.452849,0.285714,0.123237,0.239734,0.008566,0.008182
Oregon,12,West,0.547151,0.116883,0.038513,0.002712,0.003563,0.0
Saint Louis,4,West,0.832083,0.502164,0.097368,0.002157,0.012402,3e-06
New Mexico State,13,West,0.167917,0.095238,0.037071,7.9e-05,0.005448,1e-06
Memphis,6,West,0.710754,0.120743,0.066077,0.000373,0.00222,0.0
Saint Mary's,11,West,0.289246,0.176471,0.057496,0.010236,0.007073,0.0
Michigan State,3,West,0.759512,0.591331,0.301725,0.03218,0.006677,1.5e-05
Valparaiso,14,West,0.240488,0.111455,0.044874,0.016928,0.012006,3e-06
Creighton,7,West,0.574402,0.262032,0.181739,0.001595,0.019191,0.0
Cincinnati,10,West,0.425598,0.090909,0.057792,0.003962,0.005082,0.010014
Duke,2,West,0.913035,0.620321,0.26478,0.300436,0.099212,0.00244
Albany,15,West,0.086965,0.026738,0.025518,0.005035,0.0053,7e-06
Kansas,1,South,0.892977,0.686747,0.42895,0.519227,0.282611,2e-05
Western Kentucky,16,South,0.107023,0.012048,0.006237,0.000979,0.002471,0.0
North Carolina,8,South,0.566163,0.168675,0.100475,0.000788,0.00503,0.0
Villanova,9,South,0.433837,0.13253,0.038619,0.001107,0.004367,0.024188
VCU,5,South,0.589687,0.36246,0.128595,0.000248,0.021329,1.9e-05
Akron,12,South,0.410313,0.090615,0.056594,0.000383,0.00644,3e-06
Michigan,4,South,0.811976,0.478964,0.215085,6.2e-05,0.010611,0.063503
South Dakota State,13,South,0.188024,0.067961,0.025444,0.000131,0.005794,0.0
UCLA,6,South,0.443761,0.118156,0.086615,3.5e-05,0.011522,0.000777
Minnesota,11,South,0.556239,0.161383,0.062553,7.3e-05,0.002739,1e-06
Florida,3,South,0.859682,0.599424,0.355242,0.220669,0.085797,3e-06
Northwestern State,14,South,0.140318,0.121037,0.031853,1.4e-05,0.004924,0.001382
San Diego State,7,South,0.676365,0.184426,0.10386,0.000814,0.005037,0.000412
Oklahoma,10,South,0.323635,0.086066,0.049497,7.6e-05,0.008047,0.0
Georgetown,2,South,0.898267,0.635246,0.295063,0.255366,0.015277,0.000272
Florida Gulf Coast,15,South,0.101733,0.094262,0.015319,2.8e-05,0.003433,9e-06
