Team,Seed,Region,R32,S16,E8,F4,NCG,Winner
Michigan,1,East,0.894301,0.628947,0.40728,0.449737,0.21883,0.12707
Texas Southern,16,East,0.105699,0.042105,0.007151,0.000107,0.008957,1e-05
LSU,8,East,0.302998,0.152632,0.114377,0.008548,0.013163,0.000187
Saint Bonaventure,9,East,0.697002,0.176316,0.12066,0.062272,0.018559,0.027678
Colorado,5,East,0.679474,0.315789,0.122606,0.050238,0.017569,0.0
Georgetown,12,East,0.320526,0.149798,0.043211,0.019818,0.011514,5.4e-05
Florida State,4,East,0.80549,0.481781,0.164825,0.030149,0.020126,0.002563
UNC Greensboro,13,East,0.19451,0.052632,0.019889,0.00365,0.015994,0.003734
BYU,6,East,0.637561,0.238095,0.114496,0.031676,0.031371,0.001379
UCLA,11,East,0.362439,0.164835,0.069668,0.002084,0.007792,2.3e-05
Texas,3,East,0.760494,0.501832,0.272255,0.127331,0.05297,0.000903
Abilene Christian,14,East,0.239506,0.095238,0.04437,0.025995,0.011641,0.0
Connecticut,7,East,0.557428,0.199454,0.115687,0.019272,0.015866,0.000414
Maryland,10,East,0.442572,0.237705,0.059458,0.001562,0.011254,0.0
Alabama,2,East,0.897195,0.530055,0.302973,0.164874,0.021645,0.000733
Iona,15,East,0.102805,0.032787,0.021093,0.002687,0.013764,0.0
Gonzaga,1,West,0.89372,0.701493,0.487174,0.478922,0.217163,0.460802
Norfolk State,16,West,0.10628,0.032836,0.003734,0.000377,0.006207,0.0
Oklahoma,8,West,0.567468,0.116418,0.039222,0.003729,0.010396,0.0
Missouri,9,West,0.432532,0.149254,0.052772,0.002787,0.006342,0.000123
Creighton,5,West,0.783684,0.307947,0.136626,0.016708,0.028935,0.000737
UC Santa Barbara,12,West,0.216316,0.05298,0.027454,0.009289,0.006873,0.0
Virginia,4,West,0.84917,0.599338,0.225342,0.021949,0.04499,0.000449
Ohio,13,West,0.15083,0.039735,0.027676,0.000217,0.00474,1.7e-05
USC,6,West,0.645079,0.39557,0.144402,0.198887,0.030969,0.000299
Drake,11,West,0.354921,0.101266,0.069786,0.004866,0.017858,0.0
Kansas,3,West,0.860225,0.481013,0.230876,0.063051,0.007383,1e-06
Eastern Washington,14,West,0.139775,0.022152,0.014466,0.001588,0.008326,1e-06
Oregon,7,West,0.548776,0.157258,0.077237,0.001171,0.012575,1e-06
VCU,10,West,0.451224,0.205645,0.056878,0.001234,0.007613,5e-06
Iowa,2,West,0.82881,0.584677,0.368668,0.191007,0.075898,0.177159
Grand Canyon,15,West,0.17119,0.052419,0.037688,0.004215,0.022717,3e-06
Illinois,1,Midwest,0.911311,0.674699,0.483998,0.427423,0.321758,0.099837
Drexel,16,Midwest,0.088689,0.042169,0.034204,0.002317,0.005006,0.0
Loyola Chicago,8,Midwest,0.622732,0.183735,0.084342,0.235268,0.018796,7.6e-05
Georgia Tech,9,Midwest,0.377268,0.099398,0.055631,0.004238,0.008125,0.0042
Tennessee,5,Midwest,0.836012,0.440367,0.115855,0.017585,0.007002,3e-06
Oregon State,12,Midwest,0.163988,0.146789,0.049239,0.004475,0.025769,2.6e-05
Oklahoma State,4,Midwest,0.777373,0.330275,0.139549,0.032549,0.016931,0.000911
Liberty,13,Midwest,0.222627,0.082569,0.037182,0.04172,0.029617,0.000867
San Diego State,6,Midwest,0.695123,0.236607,0.101726,0.063188,0.024085,0.000165
Syracuse,11,Midwest,0.304877,0.223214,0.111605,0.005242,0.021201,2.1e-05
West Virginia,3,Midwest,0.804819,0.464286,0.237232,0.016869,0.016976,0.012693
Morehead State,14,Midwest,0.195181,0.075893,0.02196,0.00467,0.005583,1e-06
Clemson,7,Midwest,0.378159,0.229391,0.129807,0.008831,0.027474,0.0
Rutgers,10,Midwest,0.621841,0.150538,0.046695,0.003384,0.021385,0.012745
Houston,2,Midwest,0.870255,0.573477,0.323117,0.131814,0.042259,0.000214
Cleveland State,15,Midwest,0.129745,0.046595,0.027859,0.000428,0.005351,0.0
Baylor,1,South,0.835766,0.448905,0.355678,0.190274,0.094635,9.6e-05
Hartford,16,South,0.164234,0.054745,0.02645,0.009547,0.015262,0.0
North Carolina,8,South,0.444186,0.259124,0.072797,0.164217,0.044308,0.002319
Wisconsin,9,South,0.555814,0.237226,0.090172,0.016483,0.022054,0.0
Villanova,5,South,0.809189,0.489933,0.216285,0.126312,0.020716,0.000554
Winthrop,12,South,0.190811,0.050336,0.009669,0.000456,0.007941,0.0
Purdue,4,South,0.740106,0.40604,0.208317,0.204946,0.053763,0.000523
North Texas,13,South,0.259894,0.053691,0.020633,0.033507,0.006976,0.0
Texas Tech,6,South,0.641238,0.206751,0.068167,0.030062,0.019666,0.0
Utah State,11,South,0.358762,0.172996,0.087884,0.06017,0.011281,2.2e-05
Arkansas,3,South,0.866767,0.552743,0.299069,0.114568,0.032039,0.021206
Colgate,14,South,0.133233,0.067511,0.04182,0.000561,0.020296,0.037777
Florida,7,South,0.498737,0.141304,0.042015,0.003655,0.00942,0.000147
Virginia Tech,10,South,0.501263,0.181159,0.103624,0.028593,0.016921,1.2e-05
Ohio State,2,South,0.908474,0.57971,0.30117,0.015925,0.010556,0.001192
Oral Roberts,15,South,0.091526,0.097826,0.05625,0.000722,0.016848,5.1e-05
